,Away_Team,Away_Score,Home_Team,Home_Score,Date,Home_Win,Away_Win
562,SDP,3,MIN,5,2023-05-11,1,0
563,TBR,8,NYY,2,2023-05-11,0,1
564,TEX,4,OAK,0,2023-05-11,0,1
565,SFG,5,ARI,7,2023-05-12,1,0
566,PIT,3,BAL,6,2023-05-12,1,0
567,STL,8,BOS,6,2023-05-12,0,1
568,HOU,5,CHW,1,2023-05-12,0,1
569,LAA,5,CLE,4,2023-05-12,0,1
570,PHI,6,COL,3,2023-05-12,0,1
571,SEA,9,DET,2,2023-05-12,0,1
572,SDP,2,LAD,4,2023-05-12,1,0
573,CIN,7,MIA,4,2023-05-12,0,1
574,KCR,1,MIL,5,2023-05-12,1,0
575,CHC,6,MIN,2,2023-05-12,0,1
576,TBR,5,NYY,6,2023-05-12,1,0
577,TEX,7,OAK,9,2023-05-12,1,0
578,ATL,0,TOR,3,2023-05-12,1,0
579,NYM,3,WSN,2,2023-05-12,0,1
580,SFG,2,ARI,7,2023-05-13,1,0
581,PIT,0,BAL,2,2023-05-13,1,0
582,STL,4,BOS,3,2023-05-13,0,1
583,HOU,1,CHW,3,2023-05-13,1,0
584,LAA,6,CLE,8,2023-05-13,1,0
585,PHI,7,COL,4,2023-05-13,0,1
586,SEA,5,DET,0,2023-05-13,0,1
587,SDP,2,LAD,4,2023-05-13,1,0
588,CIN,6,MIA,5,2023-05-13,0,1
589,KCR,3,MIL,4,2023-05-13,1,0
590,CHC,1,MIN,11,2023-05-13,1,0
591,TBR,8,NYY,9,2023-05-13,1,0
592,TEX,5,OAK,0,2023-05-13,0,1
593,ATL,2,TOR,5,2023-05-13,1,0
594,NYM,2,WSN,3,2023-05-13,1,0
595,SFG,1,ARI,2,2023-05-14,1,0
596,PIT,4,BAL,0,2023-05-14,0,1
597,STL,9,BOS,1,2023-05-14,0,1
598,HOU,4,CHW,3,2023-05-14,0,1
599,LAA,3,CLE,4,2023-05-14,1,0
600,PHI,0,COL,4,2023-05-14,1,0
601,SEA,3,DET,5,2023-05-14,1,0
602,SDP,0,LAD,4,2023-05-14,1,0
603,CIN,1,MIA,3,2023-05-14,1,0
604,KCR,6,MIL,9,2023-05-14,1,0
605,CHC,3,MIN,16,2023-05-14,1,0
606,TBR,8,NYY,7,2023-05-14,0,1
607,TEX,11,OAK,3,2023-05-14,0,1
608,ATL,5,TOR,6,2023-05-14,1,0
609,NYM,8,WSN,2,2023-05-14,0,1
610,LAA,9,BAL,5,2023-05-15,0,1
611,SEA,10,BOS,1,2023-05-15,0,1
612,CIN,8,COL,9,2023-05-15,1,0
613,CHC,4,HOU,6,2023-05-15,1,0
614,MIN,8,LAD,9,2023-05-15,1,0
615,ARI,5,OAK,2,2023-05-15,0,1
616,KCR,0,SDP,4,2023-05-15,1,0
617,PHI,3,SFG,6,2023-05-15,1,0
618,MIL,1,STL,18,2023-05-15,1,0
619,ATL,12,TEX,0,2023-05-15,0,1
620,NYY,7,TOR,4,2023-05-15,0,1
621,NYM,3,WSN,10,2023-05-15,1,0
622,LAA,3,BAL,7,2023-05-16,1,0
623,SEA,4,BOS,9,2023-05-16,1,0
624,CLE,3,CHW,8,2023-05-16,1,0
625,CIN,3,COL,1,2023-05-16,0,1
626,PIT,0,DET,4,2023-05-16,1,0
627,CHC,3,HOU,7,2023-05-16,1,0
628,MIN,5,LAD,1,2023-05-16,0,1
629,WSN,4,MIA,5,2023-05-16,1,0
630,TBR,8,NYM,5,2023-05-16,0,1
631,ARI,8,OAK,9,2023-05-16,1,0
632,KCR,5,SDP,4,2023-05-16,0,1
633,PHI,3,SFG,4,2023-05-16,1,0
634,MIL,3,STL,2,2023-05-16,0,1
635,ATL,4,TEX,7,2023-05-16,1,0
636,NYY,6,TOR,3,2023-05-16,0,1
637,LAA,1,BAL,3,2023-05-17,1,0
638,SEA,3,BOS,12,2023-05-17,1,0
639,CLE,2,CHW,7,2023-05-17,1,0
640,CIN,6,COL,11,2023-05-17,1,0
641,PIT,8,DET,0,2023-05-17,0,1
642,CHC,6,HOU,7,2023-05-17,1,0
643,MIN,3,LAD,7,2023-05-17,1,0
644,WSN,3,MIA,4,2023-05-17,1,0
645,TBR,7,NYM,8,2023-05-17,1,0
646,ARI,5,OAK,3,2023-05-17,0,1
647,KCR,4,SDP,3,2023-05-17,0,1
648,PHI,4,SFG,7,2023-05-17,1,0
649,MIL,0,STL,3,2023-05-17,1,0
650,ATL,6,TEX,5,2023-05-17,0,1
651,NYY,0,TOR,3,2023-05-17,1,0
652,LAA,6,BAL,5,2023-05-18,0,1
653,CLE,3,CHW,1,2023-05-18,0,1
654,WSN,3,MIA,5,2023-05-18,1,0
655,TBR,2,NYM,3,2023-05-18,1,0
656,LAD,8,STL,16,2023-05-18,1,0
657,NYY,4,TOR,2,2023-05-18,0,1
658,MIN,4,LAA,5,2023-05-19,1,0
659,SEA,2,ATL,6,2023-05-19,1,0
660,KCR,0,CHW,2,2023-05-19,1,0
661,NYY,6,CIN,2,2023-05-19,0,1
662,OAK,1,HOU,5,2023-05-19,1,0
663,CLE,9,NYM,10,2023-05-19,1,0
664,CHC,10,PHI,1,2023-05-19,0,1
665,ARI,3,PIT,13,2023-05-19,1,0
666,BOS,6,SDP,1,2023-05-19,0,1
667,MIA,3,SFG,4,2023-05-19,1,0
668,LAD,5,STL,0,2023-05-19,0,1
669,MIL,0,TBR,1,2023-05-19,1,0
670,COL,2,TEX,7,2023-05-19,1,0
671,BAL,6,TOR,2,2023-05-19,0,1
672,DET,8,WSN,6,2023-05-19,0,1
673,MIN,6,LAA,2,2023-05-20,0,1
674,SEA,7,ATL,3,2023-05-20,0,1
675,KCR,1,CHW,5,2023-05-20,1,0
676,NYY,7,CIN,4,2023-05-20,0,1
677,OAK,2,HOU,3,2023-05-20,1,0
678,CHC,3,PHI,12,2023-05-20,1,0
679,ARI,4,PIT,3,2023-05-20,0,1
680,BOS,4,SDP,2,2023-05-20,0,1
681,MIA,1,SFG,0,2023-05-20,0,1
682,LAD,5,STL,6,2023-05-20,1,0
683,MIL,4,TBR,8,2023-05-20,1,0
684,COL,5,TEX,11,2023-05-20,1,0
685,BAL,6,TOR,5,2023-05-20,0,1
686,DET,2,WSN,5,2023-05-20,1,0
687,MIN,2,LAA,4,2023-05-21,1,0
688,SEA,2,ATL,3,2023-05-21,1,0
689,KCR,2,CHW,5,2023-05-21,1,0
690,NYY,4,CIN,1,2023-05-21,0,1
691,OAK,0,HOU,2,2023-05-21,1,0
692,CLE,4,NYM,5,2023-05-21,1,0
693,CLE,1,NYM,2,2023-05-21,1,0
694,CHC,1,PHI,2,2023-05-21,1,0
695,ARI,8,PIT,3,2023-05-21,0,1
696,BOS,0,SDP,7,2023-05-21,1,0
697,MIA,5,SFG,7,2023-05-21,1,0
698,LAD,5,STL,10,2023-05-21,1,0
699,MIL,6,TBR,4,2023-05-21,0,1
700,COL,3,TEX,13,2023-05-21,1,0
701,BAL,8,TOR,3,2023-05-21,0,1
702,DET,4,WSN,6,2023-05-21,1,0
703,BOS,1,LAA,2,2023-05-22,1,0
704,LAD,8,ATL,6,2023-05-22,0,1
705,STL,5,CIN,6,2023-05-22,1,0
706,CHW,0,CLE,3,2023-05-22,1,0
707,MIA,3,COL,5,2023-05-22,1,0
708,DET,8,KCR,5,2023-05-22,0,1
709,HOU,12,MIL,2,2023-05-22,0,1
710,SFG,4,MIN,1,2023-05-22,0,1
711,ARI,6,PHI,3,2023-05-22,0,1
712,TEX,4,PIT,6,2023-05-22,1,0
713,OAK,2,SEA,11,2023-05-22,1,0
714,TOR,4,TBR,6,2023-05-22,1,0
715,BOS,0,LAA,4,2023-05-23,1,0
716,LAD,8,ATL,1,2023-05-23,0,1
717,NYM,2,CHC,7,2023-05-23,1,0
718,STL,8,CIN,5,2023-05-23,0,1
719,CHW,4,CLE,2,2023-05-23,0,1
720,MIA,4,COL,5,2023-05-23,1,0
721,DET,1,KCR,4,2023-05-23,1,0
722,HOU,0,MIL,6,2023-05-23,1,0
723,SFG,4,MIN,3,2023-05-23,0,1
724,BAL,5,NYY,6,2023-05-23,1,0
725,ARI,4,PHI,3,2023-05-23,0,1
726,TEX,6,PIT,1,2023-05-23,0,1
727,OAK,2,SEA,3,2023-05-23,1,0
728,TOR,20,TBR,1,2023-05-23,0,1
729,SDP,7,WSN,4,2023-05-23,0,1
730,BOS,3,LAA,7,2023-05-24,1,0
731,LAD,3,ATL,4,2023-05-24,1,0
732,NYM,2,CHC,4,2023-05-24,1,0
733,STL,3,CIN,10,2023-05-24,1,0
734,CHW,6,CLE,0,2023-05-24,0,1
735,MIA,10,COL,2,2023-05-24,0,1
736,DET,6,KCR,4,2023-05-24,0,1
737,HOU,0,MIL,4,2023-05-24,1,0
738,SFG,1,MIN,7,2023-05-24,1,0
739,BAL,9,NYY,6,2023-05-24,0,1
740,ARI,5,PHI,6,2023-05-24,1,0
741,TEX,3,PIT,2,2023-05-24,0,1
742,OAK,1,SEA,6,2023-05-24,1,0
743,TOR,3,TBR,7,2023-05-24,1,0
744,SDP,3,WSN,5,2023-05-24,1,0
745,PHI,5,ATL,8,2023-05-25,1,0
746,NYM,10,CHC,1,2023-05-25,0,1
747,STL,2,CIN,1,2023-05-25,0,1
748,MIA,6,COL,7,2023-05-25,1,0
749,CHW,2,DET,7,2023-05-25,1,0
750,SFG,5,MIL,0,2023-05-25,0,1
751,BAL,3,NYY,1,2023-05-25,0,1
752,OAK,2,SEA,3,2023-05-25,1,0
753,TOR,3,TBR,6,2023-05-25,1,0
754,SDP,8,WSN,6,2023-05-25,0,1
755,MIA,6,LAA,2,2023-05-26,0,1
756,BOS,7,ARI,2,2023-05-26,0,1
757,PHI,6,ATL,4,2023-05-26,0,1
758,TEX,12,BAL,2,2023-05-26,0,1
759,CIN,9,CHC,0,2023-05-26,0,1
760,STL,3,CLE,4,2023-05-26,1,0
761,NYM,5,COL,2,2023-05-26,0,1
762,CHW,12,DET,3,2023-05-26,0,1
763,WSN,12,KCR,10,2023-05-26,0,1
764,SFG,15,MIL,1,2023-05-26,0,1
765,TOR,3,MIN,1,2023-05-26,0,1
766,SDP,5,NYY,1,2023-05-26,0,1
767,HOU,5,OAK,2,2023-05-26,0,1
768,PIT,11,SEA,6,2023-05-26,0,1
769,LAD,3,TBR,9,2023-05-26,1,0
770,MIA,8,LAA,5,2023-05-27,0,1
771,BOS,2,ARI,1,2023-05-27,0,1
772,PHI,2,ATL,1,2023-05-27,0,1
773,TEX,5,BAL,3,2023-05-27,0,1
774,CIN,8,CHC,5,2023-05-27,0,1
775,STL,2,CLE,1,2023-05-27,0,1
776,NYM,7,COL,10,2023-05-27,1,0
777,CHW,3,DET,7,2023-05-27,1,0
778,WSN,4,KCR,2,2023-05-27,0,1
779,SFG,3,MIL,1,2023-05-27,0,1
780,TOR,7,MIN,9,2023-05-27,1,0
781,SDP,2,NYY,3,2023-05-27,1,0
782,HOU,6,OAK,3,2023-05-27,0,1
783,PIT,0,SEA,5,2023-05-27,1,0
784,LAD,6,TBR,5,2023-05-27,0,1
785,MIA,2,LAA,0,2023-05-28,0,1
786,BOS,2,ARI,4,2023-05-28,1,0
787,PHI,4,ATL,11,2023-05-28,1,0
788,TEX,2,BAL,3,2023-05-28,1,0
789,CIN,8,CHC,5,2023-05-28,0,1
790,STL,3,CLE,4,2023-05-28,1,0
791,NYM,10,COL,11,2023-05-28,1,0
792,CHW,5,DET,6,2023-05-28,1,0
793,WSN,2,KCR,3,2023-05-28,1,0
794,SFG,5,MIL,7,2023-05-28,1,0
795,TOR,3,MIN,0,2023-05-28,0,1
796,SDP,7,NYY,10,2023-05-28,1,0
797,HOU,10,OAK,1,2023-05-28,0,1
798,PIT,3,SEA,6,2023-05-28,1,0
799,LAD,10,TBR,11,2023-05-28,1,0
800,COL,5,ARI,7,2023-05-29,1,0
801,CLE,5,BAL,0,2023-05-29,0,1
802,LAA,6,CHW,4,2023-05-29,0,1
803,TBR,0,CHC,1,2023-05-29,1,0
804,TEX,5,DET,0,2023-05-29,0,1
805,MIN,7,HOU,5,2023-05-29,0,1
806,WSN,1,LAD,6,2023-05-29,1,0
807,ATL,2,OAK,7,2023-05-29,1,0
808,NYY,10,SEA,4,2023-05-29,0,1
809,PIT,4,SFG,14,2023-05-29,1,0
810,KCR,7,STL,0,2023-05-29,0,1
811,COL,1,ARI,5,2023-05-30,1,0
812,CLE,5,BAL,8,2023-05-30,1,0
813,CIN,9,BOS,8,2023-05-30,0,1
814,LAA,3,CHW,7,2023-05-30,1,0
815,TBR,1,CHC,2,2023-05-30,1,0
816,TEX,10,DET,6,2023-05-30,0,1
817,MIN,1,HOU,5,2023-05-30,1,0
818,WSN,3,LAD,9,2023-05-30,1,0
819,SDP,9,MIA,4,2023-05-30,0,1
820,PHI,0,NYM,2,2023-05-30,1,0
821,ATL,1,OAK,2,2023-05-30,1,0
822,NYY,10,SEA,2,2023-05-30,0,1
823,PIT,2,SFG,1,2023-05-30,0,1
824,KCR,1,STL,2,2023-05-30,1,0
825,MIL,2,TOR,7,2023-05-30,1,0
826,COL,0,ARI,6,2023-05-31,1,0
827,CLE,12,BAL,8,2023-05-31,0,1
828,CIN,5,BOS,4,2023-05-31,0,1
829,LAA,12,CHW,5,2023-05-31,0,1
830,TBR,4,CHC,3,2023-05-31,0,1
831,TEX,2,DET,3,2023-05-31,1,0
832,MIN,8,HOU,2,2023-05-31,0,1
833,WSN,10,LAD,6,2023-05-31,0,1
834,SDP,1,MIA,2,2023-05-31,1,0
835,PHI,1,NYM,4,2023-05-31,1,0
836,ATL,4,OAK,2,2023-05-31,0,1
837,NYY,0,SEA,1,2023-05-31,1,0
838,PIT,9,SFG,4,2023-05-31,0,1
839,MIL,4,TOR,2,2023-05-31,0,1
840,COL,4,ARI,5,2023-06-01,1,0
841,CIN,2,BOS,8,2023-06-01,1,0
842,LAA,2,HOU,5,2023-06-01,1,0
843,SDP,10,MIA,1,2023-06-01,0,1
844,CLE,6,MIN,7,2023-06-01,1,0
845,PHI,2,NYM,4,2023-06-01,1,0
846,MIL,1,TOR,3,2023-06-01,1,0
847,ATL,2,ARI,3,2023-06-02,1,0
848,DET,0,CHW,3,2023-06-02,1,0
849,MIL,5,CIN,4,2023-06-02,0,1
850,LAA,2,HOU,6,2023-06-02,1,0
851,COL,7,KCR,2,2023-06-02,0,1
852,NYY,4,LAD,8,2023-06-02,1,0
853,OAK,0,MIA,4,2023-06-02,1,0
854,CLE,0,MIN,1,2023-06-02,1,0
855,TOR,3,NYM,0,2023-06-02,0,1
856,STL,5,PIT,7,2023-06-02,1,0
857,CHC,2,SDP,1,2023-06-02,0,1
858,BAL,3,SFG,2,2023-06-02,0,1
859,SEA,0,TEX,2,2023-06-02,1,0
860,PHI,7,WSN,8,2023-06-02,1,0
861,ATL,5,ARI,2,2023-06-03,0,1
862,TBR,5,BOS,8,2023-06-03,1,0
863,TBR,4,BOS,2,2023-06-03,0,1
864,DET,1,CHW,2,2023-06-03,1,0
865,MIL,10,CIN,8,2023-06-03,0,1
866,LAA,6,HOU,9,2023-06-03,1,0
867,COL,6,KCR,4,2023-06-03,0,1
868,NYY,6,LAD,3,2023-06-03,0,1
869,OAK,1,MIA,12,2023-06-03,1,0
870,CLE,4,MIN,2,2023-06-03,0,1
871,TOR,2,NYM,1,2023-06-03,0,1
872,STL,3,PIT,4,2023-06-03,1,0
873,CHC,0,SDP,6,2023-06-03,1,0
874,BAL,0,SFG,4,2023-06-03,1,0
875,SEA,6,TEX,16,2023-06-03,1,0
876,PHI,4,WSN,2,2023-06-03,0,1
877,ATL,8,ARI,5,2023-06-04,0,1
878,TBR,6,BOS,2,2023-06-04,0,1
879,DET,2,CHW,6,2023-06-04,1,0
880,MIL,5,CIN,1,2023-06-04,0,1
881,LAA,2,HOU,1,2023-06-04,0,1
882,COL,0,KCR,2,2023-06-04,1,0
883,NYY,4,LAD,1,2023-06-04,0,1
884,OAK,5,MIA,7,2023-06-04,1,0
885,CLE,2,MIN,1,2023-06-04,0,1
886,TOR,6,NYM,4,2023-06-04,0,1
887,STL,1,PIT,2,2023-06-04,1,0
888,CHC,7,SDP,1,2023-06-04,0,1
889,BAL,8,SFG,3,2023-06-04,0,1
890,SEA,3,TEX,12,2023-06-04,1,0
891,PHI,11,WSN,3,2023-06-04,0,1
892,TBR,4,BOS,1,2023-06-05,0,1
893,MIL,0,CIN,2,2023-06-05,1,0
894,KCR,6,MIA,9,2023-06-05,1,0
895,DET,3,PHI,8,2023-06-05,1,0
896,OAK,4,PIT,5,2023-06-05,1,0
897,CHC,0,SDP,5,2023-06-05,1,0
898,STL,3,TEX,4,2023-06-05,1,0
899,HOU,11,TOR,4,2023-06-05,0,1
900,CHC,4,LAA,7,2023-06-06,1,0
901,NYM,4,ATL,6,2023-06-06,1,0
902,LAD,8,CIN,9,2023-06-06,1,0
903,BOS,5,CLE,4,2023-06-06,0,1
904,SFG,10,COL,4,2023-06-06,0,1
905,KCR,1,MIA,6,2023-06-06,1,0
906,BAL,3,MIL,4,2023-06-06,1,0
907,CHW,3,NYY,2,2023-06-06,0,1
908,DET,0,PHI,1,2023-06-06,1,0
909,OAK,11,PIT,2,2023-06-06,0,1
910,SEA,4,SDP,1,2023-06-06,0,1
911,MIN,0,TBR,7,2023-06-06,1,0
912,STL,4,TEX,6,2023-06-06,1,0
913,HOU,1,TOR,5,2023-06-06,1,0
914,ARI,10,WSN,5,2023-06-06,0,1
915,CHC,2,LAA,6,2023-06-07,1,0
916,NYM,5,ATL,7,2023-06-07,1,0
917,LAD,6,CIN,8,2023-06-07,1,0
918,BOS,2,CLE,5,2023-06-07,1,0
919,SFG,5,COL,4,2023-06-07,0,1
920,KCR,1,MIA,6,2023-06-07,1,0
921,BAL,2,MIL,10,2023-06-07,1,0
922,OAK,9,PIT,5,2023-06-07,0,1
923,SEA,3,SDP,10,2023-06-07,1,0
924,MIN,1,TBR,2,2023-06-07,1,0
925,STL,1,TEX,0,2023-06-07,0,1
926,HOU,2,TOR,3,2023-06-07,1,0
927,ARI,6,WSN,2,2023-06-07,0,1
928,CHC,1,LAA,3,2023-06-08,1,0
929,NYM,10,ATL,13,2023-06-08,1,0
930,LAD,6,CIN,0,2023-06-08,0,1
931,BOS,3,CLE,10,2023-06-08,1,0
932,SFG,6,COL,4,2023-06-08,0,1
933,BAL,6,MIL,3,2023-06-08,0,1
934,CHW,6,NYY,5,2023-06-08,0,1
935,CHW,0,NYY,3,2023-06-08,1,0
936,DET,2,PHI,3,2023-06-08,1,0
937,MIN,2,TBR,4,2023-06-08,1,0
938,HOU,2,TOR,3,2023-06-08,1,0
939,SEA,4,LAA,5,2023-06-09,1,0
940,WSN,2,ATL,3,2023-06-09,1,0
941,KCR,2,BAL,3,2023-06-09,1,0
942,MIA,1,CHW,2,2023-06-09,1,0
943,HOU,9,CLE,10,2023-06-09,1,0
944,SDP,9,COL,6,2023-06-09,0,1
945,ARI,11,DET,6,2023-06-09,0,1
946,OAK,5,MIL,2,2023-06-09,0,1
947,BOS,3,NYY,2,2023-06-09,0,1
948,LAD,4,PHI,5,2023-06-09,1,0
949,NYM,7,PIT,14,2023-06-09,1,0
950,CHC,3,SFG,2,2023-06-09,0,1
951,CIN,4,STL,7,2023-06-09,1,0
952,TEX,3,TBR,8,2023-06-09,1,0
953,MIN,3,TOR,2,2023-06-09,0,1
954,SEA,6,LAA,2,2023-06-10,0,1
955,WSN,4,ATL,6,2023-06-10,1,0
956,KCR,1,BAL,6,2023-06-10,1,0
957,MIA,5,CHW,1,2023-06-10,0,1
958,HOU,6,CLE,4,2023-06-10,0,1
959,SDP,3,COL,2,2023-06-10,0,1
960,ARI,5,DET,0,2023-06-10,0,1
961,OAK,2,MIL,1,2023-06-10,0,1
962,BOS,1,NYY,3,2023-06-10,1,0
963,LAD,9,PHI,0,2023-06-10,0,1
